,Key,Title,Description
5149,BU07724340,Oude Gracht-West,Buurt 'Oude Gracht-West' (BU07724340) is een buurt in wijk 'Begijnenbroek' in de gemeente 'Eindhoven'.
5150,BU07724350,Oude Gracht-Oost,Buurt 'Oude Gracht-Oost' (BU07724350) is een buurt in wijk 'Begijnenbroek' in de gemeente 'Eindhoven'.
5151,BU07724360,Eckartdal,Buurt 'Eckartdal' (BU07724360) is een buurt in wijk 'Begijnenbroek' in de gemeente 'Eindhoven'.
5152,WK077251  ,Ontginning,Wijk 'Ontginning' (WK077251) is een wijk in de gemeente 'Eindhoven'.
5153,BU07725110,Driehoeksbos,Buurt 'Driehoeksbos' (BU07725110) is een buurt in wijk 'Ontginning' in de gemeente 'Eindhoven'.
5154,BU07725120,Prinsejagt,Buurt 'Prinsejagt' (BU07725120) is een buurt in wijk 'Ontginning' in de gemeente 'Eindhoven'.
5155,BU07725130,Jagershoef,Buurt 'Jagershoef' (BU07725130) is een buurt in wijk 'Ontginning' in de gemeente 'Eindhoven'.
5156,BU07725140,'t Hool,Buurt ''t Hool' (BU07725140) is een buurt in wijk 'Ontginning' in de gemeente 'Eindhoven'.
5157,BU07725150,Winkelcentrum,Buurt 'Winkelcentrum' (BU07725150) is een buurt in wijk 'Ontginning' in de gemeente 'Eindhoven'.
5158,BU07725160,Vlokhoven,Buurt 'Vlokhoven' (BU07725160) is een buurt in wijk 'Ontginning' in de gemeente 'Eindhoven'.
5159,WK077252  ,Achtse Molen,Wijk 'Achtse Molen' (WK077252) is een wijk in de gemeente 'Eindhoven'.
5160,BU07725200,Kapelbeemd,Buurt 'Kapelbeemd' (BU07725200) is een buurt in wijk 'Achtse Molen' in de gemeente 'Eindhoven'.
5161,BU07725210,Kerkdorp Acht,Buurt 'Kerkdorp Acht' (BU07725210) is een buurt in wijk 'Achtse Molen' in de gemeente 'Eindhoven'.
5162,BU07725220,Achtse Barrier-Gunterslaer,Buurt 'Achtse Barrier-Gunterslaer' (BU07725220) is een buurt in wijk 'Achtse Molen' in de gemeente 'Eindhoven'.
5163,BU07725230,Achtse Barrier-Spaaihoef,Buurt 'Achtse Barrier-Spaaihoef' (BU07725230) is een buurt in wijk 'Achtse Molen' in de gemeente 'Eindhoven'.
5164,BU07725240,Achtse Barrier-Hoeven,Buurt 'Achtse Barrier-Hoeven' (BU07725240) is een buurt in wijk 'Achtse Molen' in de gemeente 'Eindhoven'.
5165,WK077253  ,Aanschot,Wijk 'Aanschot' (WK077253) is een wijk in de gemeente 'Eindhoven'.
5166,BU07725310,Woenselse Heide,Buurt 'Woenselse Heide' (BU07725310) is een buurt in wijk 'Aanschot' in de gemeente 'Eindhoven'.
5167,BU07725320,Tempel,Buurt 'Tempel' (BU07725320) is een buurt in wijk 'Aanschot' in de gemeente 'Eindhoven'.
5168,BU07725330,Blixembosch-West,Buurt 'Blixembosch-West' (BU07725330) is een buurt in wijk 'Aanschot' in de gemeente 'Eindhoven'.
5169,BU07725340,Blixembosch-Oost,Buurt 'Blixembosch-Oost' (BU07725340) is een buurt in wijk 'Aanschot' in de gemeente 'Eindhoven'.
5170,BU07725350,Castiliëlaan,Buurt 'Castiliëlaan' (BU07725350) is een buurt in wijk 'Aanschot' in de gemeente 'Eindhoven'.
5171,WK077254  ,Dommelbeemd,Wijk 'Dommelbeemd' (WK077254) is een wijk in de gemeente 'Eindhoven'.
5172,BU07725410,Eckart,Buurt 'Eckart' (BU07725410) is een buurt in wijk 'Dommelbeemd' in de gemeente 'Eindhoven'.
5173,BU07725420,Luytelaer,Buurt 'Luytelaer' (BU07725420) is een buurt in wijk 'Dommelbeemd' in de gemeente 'Eindhoven'.
5174,BU07725430,Vaartbroek,Buurt 'Vaartbroek' (BU07725430) is een buurt in wijk 'Dommelbeemd' in de gemeente 'Eindhoven'.
5175,BU07725440,Heesterakker,Buurt 'Heesterakker' (BU07725440) is een buurt in wijk 'Dommelbeemd' in de gemeente 'Eindhoven'.
5176,BU07725450,Esp,Buurt 'Esp' (BU07725450) is een buurt in wijk 'Dommelbeemd' in de gemeente 'Eindhoven'.
5177,BU07725460,Bokt,Buurt 'Bokt' (BU07725460) is een buurt in wijk 'Dommelbeemd' in de gemeente 'Eindhoven'.
5178,WK077261  ,Oud-Strijp,Wijk 'Oud-Strijp' (WK077261) is een wijk in de gemeente 'Eindhoven'.
5179,BU07726110,"Eliasterrein, Vonderkwartier","Buurt 'Eliasterrein, Vonderkwartier' (BU07726110) is een buurt in wijk 'Oud-Strijp' in de gemeente 'Eindhoven'."
5180,BU07726120,Philipsdorp,Buurt 'Philipsdorp' (BU07726120) is een buurt in wijk 'Oud-Strijp' in de gemeente 'Eindhoven'.
5181,BU07726130,Engelsbergen,Buurt 'Engelsbergen' (BU07726130) is een buurt in wijk 'Oud-Strijp' in de gemeente 'Eindhoven'.
5182,BU07726140,Schouwbroek,Buurt 'Schouwbroek' (BU07726140) is een buurt in wijk 'Oud-Strijp' in de gemeente 'Eindhoven'.
5183,BU07726150,Schoot,Buurt 'Schoot' (BU07726150) is een buurt in wijk 'Oud-Strijp' in de gemeente 'Eindhoven'.
5184,BU07726160,Strijp S,Buurt 'Strijp S' (BU07726160) is een buurt in wijk 'Oud-Strijp' in de gemeente 'Eindhoven'.
5185,WK077262  ,Halve Maan,Wijk 'Halve Maan' (WK077262) is een wijk in de gemeente 'Eindhoven'.
5186,BU07726210,Hurk,Buurt 'Hurk' (BU07726210) is een buurt in wijk 'Halve Maan' in de gemeente 'Eindhoven'.
5187,BU07726220,Het Ven,Buurt 'Het Ven' (BU07726220) is een buurt in wijk 'Halve Maan' in de gemeente 'Eindhoven'.
5188,BU07726230,Lievendaal,Buurt 'Lievendaal' (BU07726230) is een buurt in wijk 'Halve Maan' in de gemeente 'Eindhoven'.
5189,BU07726240,Drents Dorp,Buurt 'Drents Dorp' (BU07726240) is een buurt in wijk 'Halve Maan' in de gemeente 'Eindhoven'.
5190,BU07726250,Zwaanstraat,Buurt 'Zwaanstraat' (BU07726250) is een buurt in wijk 'Halve Maan' in de gemeente 'Eindhoven'.
5191,BU07726260,Wielewaal,Buurt 'Wielewaal' (BU07726260) is een buurt in wijk 'Halve Maan' in de gemeente 'Eindhoven'.
5192,BU07726270,Herdgang,Buurt 'Herdgang' (BU07726270) is een buurt in wijk 'Halve Maan' in de gemeente 'Eindhoven'.
5193,BU07726280,Mispelhoef,Buurt 'Mispelhoef' (BU07726280) is een buurt in wijk 'Halve Maan' in de gemeente 'Eindhoven'.
5194,WK077263  ,Meerhoven,Wijk 'Meerhoven' (WK077263) is een wijk in de gemeente 'Eindhoven'.
5195,BU07726310,BeA2,Buurt 'BeA2' (BU07726310) is een buurt in wijk 'Meerhoven' in de gemeente 'Eindhoven'.
5196,BU07726320,Meerbos,Buurt 'Meerbos' (BU07726320) is een buurt in wijk 'Meerhoven' in de gemeente 'Eindhoven'.
5197,BU07726330,Grasrijk,Buurt 'Grasrijk' (BU07726330) is een buurt in wijk 'Meerhoven' in de gemeente 'Eindhoven'.
5198,BU07726340,Zandrijk,Buurt 'Zandrijk' (BU07726340) is een buurt in wijk 'Meerhoven' in de gemeente 'Eindhoven'.
5199,BU07726350,Waterrijk,Buurt 'Waterrijk' (BU07726350) is een buurt in wijk 'Meerhoven' in de gemeente 'Eindhoven'.
5200,BU07726360,Park Forum,Buurt 'Park Forum' (BU07726360) is een buurt in wijk 'Meerhoven' in de gemeente 'Eindhoven'.
5201,BU07726370,Flight Forum,Buurt 'Flight Forum' (BU07726370) is een buurt in wijk 'Meerhoven' in de gemeente 'Eindhoven'.
5202,BU07726380,Eindhoven Airport,Buurt 'Eindhoven Airport' (BU07726380) is een buurt in wijk 'Meerhoven' in de gemeente 'Eindhoven'.
5203,BU07726390,Bosrijk,Buurt 'Bosrijk' (BU07726390) is een buurt in wijk 'Meerhoven' in de gemeente 'Eindhoven'.
5204,BU07726399,Meerrijk,Buurt 'Meerrijk' (BU07726399) is een buurt in wijk 'Meerhoven' in de gemeente 'Eindhoven'.
5205,WK077271  ,Rozenknopje,Wijk 'Rozenknopje' (WK077271) is een wijk in de gemeente 'Eindhoven'.
5206,BU07727110,Schrijversbuurt,Buurt 'Schrijversbuurt' (BU07727110) is een buurt in wijk 'Rozenknopje' in de gemeente 'Eindhoven'.
5207,BU07727120,Oude Spoorbaan,Buurt 'Oude Spoorbaan' (BU07727120) is een buurt in wijk 'Rozenknopje' in de gemeente 'Eindhoven'.
5208,BU07727130,Hagenkamp,Buurt 'Hagenkamp' (BU07727130) is een buurt in wijk 'Rozenknopje' in de gemeente 'Eindhoven'.
5209,WK077272  ,Oud-Gestel,Wijk 'Oud-Gestel' (WK077272) is een wijk in de gemeente 'Eindhoven'.
5210,BU07727210,Genderdal,Buurt 'Genderdal' (BU07727210) is een buurt in wijk 'Oud-Gestel' in de gemeente 'Eindhoven'.
5211,BU07727220,Blaarthem,Buurt 'Blaarthem' (BU07727220) is een buurt in wijk 'Oud-Gestel' in de gemeente 'Eindhoven'.
5212,BU07727230,Rapelenburg,Buurt 'Rapelenburg' (BU07727230) is een buurt in wijk 'Oud-Gestel' in de gemeente 'Eindhoven'.
5213,BU07727240,Bennekel-Oost,Buurt 'Bennekel-Oost' (BU07727240) is een buurt in wijk 'Oud-Gestel' in de gemeente 'Eindhoven'.
5214,BU07727250,"Bennekel-West, Gagelbosch","Buurt 'Bennekel-West, Gagelbosch' (BU07727250) is een buurt in wijk 'Oud-Gestel' in de gemeente 'Eindhoven'."
5215,BU07727260,Gennep,Buurt 'Gennep' (BU07727260) is een buurt in wijk 'Oud-Gestel' in de gemeente 'Eindhoven'.
5216,BU07727270,Beemden,Buurt 'Beemden' (BU07727270) is een buurt in wijk 'Oud-Gestel' in de gemeente 'Eindhoven'.
5217,WK077273  ,Gestelse Ontginning,Wijk 'Gestelse Ontginning' (WK077273) is een wijk in de gemeente 'Eindhoven'.
5218,BU07727310,Genderbeemd,Buurt 'Genderbeemd' (BU07727310) is een buurt in wijk 'Gestelse Ontginning' in de gemeente 'Eindhoven'.
5219,BU07727320,Hanevoet,Buurt 'Hanevoet' (BU07727320) is een buurt in wijk 'Gestelse Ontginning' in de gemeente 'Eindhoven'.
5220,BU07727330,Ooievaarsnest,Buurt 'Ooievaarsnest' (BU07727330) is een buurt in wijk 'Gestelse Ontginning' in de gemeente 'Eindhoven'.
5221,GM0230    ,Elburg,Gemeente 'Elburg' (GM0230)
5222,WK023001  ,Wijk 01 Elburg,Wijk 'Wijk 01 Elburg' (WK023001) is een wijk in de gemeente 'Elburg'.
5223,BU02300100,Elburg Stad,Buurt 'Elburg Stad' (BU02300100) is een buurt in wijk 'Wijk 01 Elburg' in de gemeente 'Elburg'.
5224,BU02300101,Elburg West en havengebied,Buurt 'Elburg West en havengebied' (BU02300101) is een buurt in wijk 'Wijk 01 Elburg' in de gemeente 'Elburg'.
5225,BU02300102,Elburg-Oosthoek,Buurt 'Elburg-Oosthoek' (BU02300102) is een buurt in wijk 'Wijk 01 Elburg' in de gemeente 'Elburg'.
5226,BU02300103,Elburg De Vrijheid,Buurt 'Elburg De Vrijheid' (BU02300103) is een buurt in wijk 'Wijk 01 Elburg' in de gemeente 'Elburg'.
5227,BU02300104,Oostendorp,Buurt 'Oostendorp' (BU02300104) is een buurt in wijk 'Wijk 01 Elburg' in de gemeente 'Elburg'.
5228,BU02300105,Achterweg,Buurt 'Achterweg' (BU02300105) is een buurt in wijk 'Wijk 01 Elburg' in de gemeente 'Elburg'.
5229,BU02300108,Verspreide huizen Elburg-Zuid,Buurt 'Verspreide huizen Elburg-Zuid' (BU02300108) is een buurt in wijk 'Wijk 01 Elburg' in de gemeente 'Elburg'.
5230,BU02300109,Verspreide huizen Elburg-Noord,Buurt 'Verspreide huizen Elburg-Noord' (BU02300109) is een buurt in wijk 'Wijk 01 Elburg' in de gemeente 'Elburg'.
5231,WK023002  ,Wijk 02,Wijk 'Wijk 02' (WK023002) is een wijk in de gemeente 'Elburg'.
5232,BU02300201,'t Harde-Centrum,Buurt ''t Harde-Centrum' (BU02300201) is een buurt in wijk 'Wijk 02' in de gemeente 'Elburg'.
5233,BU02300202,'t Harde-West,Buurt ''t Harde-West' (BU02300202) is een buurt in wijk 'Wijk 02' in de gemeente 'Elburg'.
5234,BU02300203,'t Harde-Oost,Buurt ''t Harde-Oost' (BU02300203) is een buurt in wijk 'Wijk 02' in de gemeente 'Elburg'.
5235,BU02300207,Verspreide huizen 't Harde Noord-West,Buurt 'Verspreide huizen 't Harde Noord-West' (BU02300207) is een buurt in wijk 'Wijk 02' in de gemeente 'Elburg'.
5236,BU02300209,Verspreide huizen 't Harde Zuid-Oost,Buurt 'Verspreide huizen 't Harde Zuid-Oost' (BU02300209) is een buurt in wijk 'Wijk 02' in de gemeente 'Elburg'.
5237,WK023003  ,Wijk 03 Doornspijk,Wijk 'Wijk 03 Doornspijk' (WK023003) is een wijk in de gemeente 'Elburg'.
5238,BU02300300,Doornspijk,Buurt 'Doornspijk' (BU02300300) is een buurt in wijk 'Wijk 03 Doornspijk' in de gemeente 'Elburg'.
5239,BU02300304,Hoge Enk,Buurt 'Hoge Enk' (BU02300304) is een buurt in wijk 'Wijk 03 Doornspijk' in de gemeente 'Elburg'.
5240,BU02300306,Verspreide huizen Doornspijk-West,Buurt 'Verspreide huizen Doornspijk-West' (BU02300306) is een buurt in wijk 'Wijk 03 Doornspijk' in de gemeente 'Elburg'.
5241,BU02300308,Verspreide huizen Doornspijk-Oost,Buurt 'Verspreide huizen Doornspijk-Oost' (BU02300308) is een buurt in wijk 'Wijk 03 Doornspijk' in de gemeente 'Elburg'.
5242,GM0114    ,Emmen,Gemeente 'Emmen' (GM0114)
5243,WK011401  ,Wijk 01 Nieuw-Weerdinge,Wijk 'Wijk 01 Nieuw-Weerdinge' (WK011401) is een wijk in de gemeente 'Emmen'.
5244,BU01140100,Derde Kruisdiep,Buurt 'Derde Kruisdiep' (BU01140100) is een buurt in wijk 'Wijk 01 Nieuw-Weerdinge' in de gemeente 'Emmen'.
5245,BU01140101,Eerste Kruisdiep,Buurt 'Eerste Kruisdiep' (BU01140101) is een buurt in wijk 'Wijk 01 Nieuw-Weerdinge' in de gemeente 'Emmen'.
5246,BU01140102,Tramwijk,Buurt 'Tramwijk' (BU01140102) is een buurt in wijk 'Wijk 01 Nieuw-Weerdinge' in de gemeente 'Emmen'.
5247,BU01140103,Achterdiep,Buurt 'Achterdiep' (BU01140103) is een buurt in wijk 'Wijk 01 Nieuw-Weerdinge' in de gemeente 'Emmen'.
5248,BU01140104,Weerdingerkanaal,Buurt 'Weerdingerkanaal' (BU01140104) is een buurt in wijk 'Wijk 01 Nieuw-Weerdinge' in de gemeente 'Emmen'.
5249,BU01140106,Siepelveen,Buurt 'Siepelveen' (BU01140106) is een buurt in wijk 'Wijk 01 Nieuw-Weerdinge' in de gemeente 'Emmen'.
5250,BU01140109,Verspreide huizen Nieuw-Weerdinge,Buurt 'Verspreide huizen Nieuw-Weerdinge' (BU01140109) is een buurt in wijk 'Wijk 01 Nieuw-Weerdinge' in de gemeente 'Emmen'.
5251,WK011402  ,Wijk 02 Roswinkel,Wijk 'Wijk 02 Roswinkel' (WK011402) is een wijk in de gemeente 'Emmen'.
5252,BU01140200,Roswinkel-Centrum,Buurt 'Roswinkel-Centrum' (BU01140200) is een buurt in wijk 'Wijk 02 Roswinkel' in de gemeente 'Emmen'.
5253,BU01140206,Oude Schuttingskanaal,Buurt 'Oude Schuttingskanaal' (BU01140206) is een buurt in wijk 'Wijk 02 Roswinkel' in de gemeente 'Emmen'.
5254,BU01140208,Roswinkelerstraat,Buurt 'Roswinkelerstraat' (BU01140208) is een buurt in wijk 'Wijk 02 Roswinkel' in de gemeente 'Emmen'.
5255,BU01140209,Verspreide huizen Roswinkel,Buurt 'Verspreide huizen Roswinkel' (BU01140209) is een buurt in wijk 'Wijk 02 Roswinkel' in de gemeente 'Emmen'.
5256,WK011403  ,Wijk 03 Emmer-Compascuum,Wijk 'Wijk 03 Emmer-Compascuum' (WK011403) is een wijk in de gemeente 'Emmen'.
5257,BU01140300,Emmer-Compascuum-Centrum,Buurt 'Emmer-Compascuum-Centrum' (BU01140300) is een buurt in wijk 'Wijk 03 Emmer-Compascuum' in de gemeente 'Emmen'.
5258,BU01140301,Emmer-Erfscheidenveen,Buurt 'Emmer-Erfscheidenveen' (BU01140301) is een buurt in wijk 'Wijk 03 Emmer-Compascuum' in de gemeente 'Emmen'.
5259,BU01140302,Foxel,Buurt 'Foxel' (BU01140302) is een buurt in wijk 'Wijk 03 Emmer-Compascuum' in de gemeente 'Emmen'.
5260,BU01140303,Oosterdiep,Buurt 'Oosterdiep' (BU01140303) is een buurt in wijk 'Wijk 03 Emmer-Compascuum' in de gemeente 'Emmen'.
5261,BU01140304,Hoofdkanaal,Buurt 'Hoofdkanaal' (BU01140304) is een buurt in wijk 'Wijk 03 Emmer-Compascuum' in de gemeente 'Emmen'.
5262,BU01140309,Verspreide huizen Emmer-Compascuum,Buurt 'Verspreide huizen Emmer-Compascuum' (BU01140309) is een buurt in wijk 'Wijk 03 Emmer-Compascuum' in de gemeente 'Emmen'.
5263,WK011404  ,Wijk 04 Barger-Compascuum,Wijk 'Wijk 04 Barger-Compascuum' (WK011404) is een wijk in de gemeente 'Emmen'.
5264,BU01140400,Barger-Compascuum-Centrum,Buurt 'Barger-Compascuum-Centrum' (BU01140400) is een buurt in wijk 'Wijk 04 Barger-Compascuum' in de gemeente 'Emmen'.
5265,BU01140401,Scholtenskanaal,Buurt 'Scholtenskanaal' (BU01140401) is een buurt in wijk 'Wijk 04 Barger-Compascuum' in de gemeente 'Emmen'.
5266,BU01140402,Verlengde Oosterdiep,Buurt 'Verlengde Oosterdiep' (BU01140402) is een buurt in wijk 'Wijk 04 Barger-Compascuum' in de gemeente 'Emmen'.
5267,BU01140408,Limietweg,Buurt 'Limietweg' (BU01140408) is een buurt in wijk 'Wijk 04 Barger-Compascuum' in de gemeente 'Emmen'.
5268,BU01140409,Verspreide huizen Barger-Compascuum,Buurt 'Verspreide huizen Barger-Compascuum' (BU01140409) is een buurt in wijk 'Wijk 04 Barger-Compascuum' in de gemeente 'Emmen'.
5269,WK011405  ,Wijk 05 Nieuw-Dordrecht,Wijk 'Wijk 05 Nieuw-Dordrecht' (WK011405) is een wijk in de gemeente 'Emmen'.
5270,BU01140500,Nieuw-Dordrecht-Centrum,Buurt 'Nieuw-Dordrecht-Centrum' (BU01140500) is een buurt in wijk 'Wijk 05 Nieuw-Dordrecht' in de gemeente 'Emmen'.
5271,BU01140502,Oranjedorp,Buurt 'Oranjedorp' (BU01140502) is een buurt in wijk 'Wijk 05 Nieuw-Dordrecht' in de gemeente 'Emmen'.
5272,BU01140503,Vastenow,Buurt 'Vastenow' (BU01140503) is een buurt in wijk 'Wijk 05 Nieuw-Dordrecht' in de gemeente 'Emmen'.
5273,BU01140504,Herenstreek,Buurt 'Herenstreek' (BU01140504) is een buurt in wijk 'Wijk 05 Nieuw-Dordrecht' in de gemeente 'Emmen'.
5274,BU01140509,Verspreide huizen Nieuw-Dordrecht,Buurt 'Verspreide huizen Nieuw-Dordrecht' (BU01140509) is een buurt in wijk 'Wijk 05 Nieuw-Dordrecht' in de gemeente 'Emmen'.
5275,WK011406  ,Wijk 06 Nieuw-Amsterdam,Wijk 'Wijk 06 Nieuw-Amsterdam' (WK011406) is een wijk in de gemeente 'Emmen'.
5276,BU01140600,Nieuw-Amsterdam-Centrum,Buurt 'Nieuw-Amsterdam-Centrum' (BU01140600) is een buurt in wijk 'Wijk 06 Nieuw-Amsterdam' in de gemeente 'Emmen'.
5277,BU01140601,Barger-Erfscheidenveen,Buurt 'Barger-Erfscheidenveen' (BU01140601) is een buurt in wijk 'Wijk 06 Nieuw-Amsterdam' in de gemeente 'Emmen'.
5278,BU01140608,Langs de Vaart,Buurt 'Langs de Vaart' (BU01140608) is een buurt in wijk 'Wijk 06 Nieuw-Amsterdam' in de gemeente 'Emmen'.
5279,BU01140609,Verspreide huizen Nieuw-Amsterdam,Buurt 'Verspreide huizen Nieuw-Amsterdam' (BU01140609) is een buurt in wijk 'Wijk 06 Nieuw-Amsterdam' in de gemeente 'Emmen'.
5280,WK011407  ,Wijk 07 Erica,Wijk 'Wijk 07 Erica' (WK011407) is een wijk in de gemeente 'Emmen'.
5281,BU01140700,Erica-Centrum,Buurt 'Erica-Centrum' (BU01140700) is een buurt in wijk 'Wijk 07 Erica' in de gemeente 'Emmen'.
5282,BU01140701,Amsterdamscheveld,Buurt 'Amsterdamscheveld' (BU01140701) is een buurt in wijk 'Wijk 07 Erica' in de gemeente 'Emmen'.
5283,BU01140702,Beekweg,Buurt 'Beekweg' (BU01140702) is een buurt in wijk 'Wijk 07 Erica' in de gemeente 'Emmen'.
5284,BU01140707,Verlengde Vaart,Buurt 'Verlengde Vaart' (BU01140707) is een buurt in wijk 'Wijk 07 Erica' in de gemeente 'Emmen'.
5285,BU01140708,Ericasestraat,Buurt 'Ericasestraat' (BU01140708) is een buurt in wijk 'Wijk 07 Erica' in de gemeente 'Emmen'.
5286,BU01140709,Verspreide huizen Erica,Buurt 'Verspreide huizen Erica' (BU01140709) is een buurt in wijk 'Wijk 07 Erica' in de gemeente 'Emmen'.
5287,WK011408  ,Wijk 08 Klazienaveen,Wijk 'Wijk 08 Klazienaveen' (WK011408) is een wijk in de gemeente 'Emmen'.
5288,BU01140800,Klazienaveen-Noord,Buurt 'Klazienaveen-Noord' (BU01140800) is een buurt in wijk 'Wijk 08 Klazienaveen' in de gemeente 'Emmen'.
5289,BU01140801,Klazienaveen-Zuid,Buurt 'Klazienaveen-Zuid' (BU01140801) is een buurt in wijk 'Wijk 08 Klazienaveen' in de gemeente 'Emmen'.
5290,BU01140802,Barger-Oosterveen,Buurt 'Barger-Oosterveen' (BU01140802) is een buurt in wijk 'Wijk 08 Klazienaveen' in de gemeente 'Emmen'.
5291,BU01140803,Kloostermanswijk,Buurt 'Kloostermanswijk' (BU01140803) is een buurt in wijk 'Wijk 08 Klazienaveen' in de gemeente 'Emmen'.
5292,BU01140804,Dordsedijk,Buurt 'Dordsedijk' (BU01140804) is een buurt in wijk 'Wijk 08 Klazienaveen' in de gemeente 'Emmen'.
5293,BU01140806,Derksweg,Buurt 'Derksweg' (BU01140806) is een buurt in wijk 'Wijk 08 Klazienaveen' in de gemeente 'Emmen'.
5294,BU01140807,Tuinbouwcentrum Klazienaveen,Buurt 'Tuinbouwcentrum Klazienaveen' (BU01140807) is een buurt in wijk 'Wijk 08 Klazienaveen' in de gemeente 'Emmen'.
5295,BU01140809,Verspreide huizen Klazienaveen,Buurt 'Verspreide huizen Klazienaveen' (BU01140809) is een buurt in wijk 'Wijk 08 Klazienaveen' in de gemeente 'Emmen'.
5296,WK011409  ,Wijk 09 Zwartemeer,Wijk 'Wijk 09 Zwartemeer' (WK011409) is een wijk in de gemeente 'Emmen'.
5297,BU01140900,Zwartemeer-Centrum,Buurt 'Zwartemeer-Centrum' (BU01140900) is een buurt in wijk 'Wijk 09 Zwartemeer' in de gemeente 'Emmen'.
5298,BU01140901,Kamerlingswijk,Buurt 'Kamerlingswijk' (BU01140901) is een buurt in wijk 'Wijk 09 Zwartemeer' in de gemeente 'Emmen'.
5299,BU01140909,Verspreide huizen Zwartemeer,Buurt 'Verspreide huizen Zwartemeer' (BU01140909) is een buurt in wijk 'Wijk 09 Zwartemeer' in de gemeente 'Emmen'.
5300,WK011410  ,Wijk 10 Schoonebeek,Wijk 'Wijk 10 Schoonebeek' (WK011410) is een wijk in de gemeente 'Emmen'.
5301,BU01141000,Schoonebeek,Buurt 'Schoonebeek' (BU01141000) is een buurt in wijk 'Wijk 10 Schoonebeek' in de gemeente 'Emmen'.
5302,BU01141001,Oosterse Bos en Middendorp,Buurt 'Oosterse Bos en Middendorp' (BU01141001) is een buurt in wijk 'Wijk 10 Schoonebeek' in de gemeente 'Emmen'.
5303,BU01141002,Westerse Bos,Buurt 'Westerse Bos' (BU01141002) is een buurt in wijk 'Wijk 10 Schoonebeek' in de gemeente 'Emmen'.
5304,BU01141003,Zandpol,Buurt 'Zandpol' (BU01141003) is een buurt in wijk 'Wijk 10 Schoonebeek' in de gemeente 'Emmen'.
5305,BU01141004,Industrieterrein De Vierslagen,Buurt 'Industrieterrein De Vierslagen' (BU01141004) is een buurt in wijk 'Wijk 10 Schoonebeek' in de gemeente 'Emmen'.
5306,BU01141009,Verspreide huizen Schoonebeek,Buurt 'Verspreide huizen Schoonebeek' (BU01141009) is een buurt in wijk 'Wijk 10 Schoonebeek' in de gemeente 'Emmen'.
5307,WK011413  ,Wijk 13 Veenoord,Wijk 'Wijk 13 Veenoord' (WK011413) is een wijk in de gemeente 'Emmen'.
5308,BU01141300,Veenoord,Buurt 'Veenoord' (BU01141300) is een buurt in wijk 'Wijk 13 Veenoord' in de gemeente 'Emmen'.
5309,BU01141308,Ermerveen,Buurt 'Ermerveen' (BU01141308) is een buurt in wijk 'Wijk 13 Veenoord' in de gemeente 'Emmen'.
5310,BU01141309,Verspreide huizen Veenoord,Buurt 'Verspreide huizen Veenoord' (BU01141309) is een buurt in wijk 'Wijk 13 Veenoord' in de gemeente 'Emmen'.
5311,WK011421  ,Wijk 21 Nieuw-Schoonebeek,Wijk 'Wijk 21 Nieuw-Schoonebeek' (WK011421) is een wijk in de gemeente 'Emmen'.
5312,BU01142100,Nieuw-Schoonebeek,Buurt 'Nieuw-Schoonebeek' (BU01142100) is een buurt in wijk 'Wijk 21 Nieuw-Schoonebeek' in de gemeente 'Emmen'.
5313,BU01142101,Westelijk Nieuw-Schoonebeek,Buurt 'Westelijk Nieuw-Schoonebeek' (BU01142101) is een buurt in wijk 'Wijk 21 Nieuw-Schoonebeek' in de gemeente 'Emmen'.
5314,BU01142102,Oostelijk Nieuw-Schoonebeek,Buurt 'Oostelijk Nieuw-Schoonebeek' (BU01142102) is een buurt in wijk 'Wijk 21 Nieuw-Schoonebeek' in de gemeente 'Emmen'.
5315,BU01142109,Verspreide huizen Nieuw-Schoonebeek,Buurt 'Verspreide huizen Nieuw-Schoonebeek' (BU01142109) is een buurt in wijk 'Wijk 21 Nieuw-Schoonebeek' in de gemeente 'Emmen'.
5316,WK011432  ,Wijk 32 Weiteveen,Wijk 'Wijk 32 Weiteveen' (WK011432) is een wijk in de gemeente 'Emmen'.
5317,BU01143200,Weiteveen,Buurt 'Weiteveen' (BU01143200) is een buurt in wijk 'Wijk 32 Weiteveen' in de gemeente 'Emmen'.
5318,BU01143201,Westelijk en oostelijk Weiteveen,Buurt 'Westelijk en oostelijk Weiteveen' (BU01143201) is een buurt in wijk 'Wijk 32 Weiteveen' in de gemeente 'Emmen'.
5319,BU01143209,Verspreide huizen Weiteveen,Buurt 'Verspreide huizen Weiteveen' (BU01143209) is een buurt in wijk 'Wijk 32 Weiteveen' in de gemeente 'Emmen'.
5320,WK011440  ,Wijk 40 Emmen-Centrum,Wijk 'Wijk 40 Emmen-Centrum' (WK011440) is een wijk in de gemeente 'Emmen'.
5321,BU01144000,Emmen-Centrum,Buurt 'Emmen-Centrum' (BU01144000) is een buurt in wijk 'Wijk 40 Emmen-Centrum' in de gemeente 'Emmen'.
5322,WK011441  ,Wijk 41 Emmen-Centrum Oost,Wijk 'Wijk 41 Emmen-Centrum Oost' (WK011441) is een wijk in de gemeente 'Emmen'.
5323,BU01144100,Emmen-omgeving Oude Roswinkelerweg,Buurt 'Emmen-omgeving Oude Roswinkelerweg' (BU01144100) is een buurt in wijk 'Wijk 41 Emmen-Centrum Oost' in de gemeente 'Emmen'.
